battery_id,cycle,SOH_pred,policy
2,151,0.9951727530840003,3_6C-80PER_3_6C
2,152,0.9951573277358851,3_6C-80PER_3_6C
2,153,0.9951382667526151,3_6C-80PER_3_6C
2,154,0.9951155701341906,3_6C-80PER_3_6C
2,155,0.9950892378806115,3_6C-80PER_3_6C
2,156,0.9950592699918809,3_6C-80PER_3_6C
2,157,0.9950328872387674,3_6C-80PER_3_6C
2,158,0.9949949423425379,3_6C-80PER_3_6C
2,159,0.994955521596417,3_6C-80PER_3_6C
2,160,0.9949107803944486,3_6C-80PER_3_6C
2,161,0.9948637864106953,3_6C-80PER_3_6C
2,162,0.9947924870972693,3_6C-80PER_3_6C
2,163,0.994726817301825,3_6C-80PER_3_6C
2,164,0.9946790257756905,3_6C-80PER_3_6C
2,165,0.9946419124192427,3_6C-80PER_3_6C
2,166,0.9946207611893405,3_6C-80PER_3_6C
2,167,0.9946086576333912,3_6C-80PER_3_6C
2,168,0.9946145562426015,3_6C-80PER_3_6C
2,169,0.9946029245316562,3_6C-80PER_3_6C
2,170,0.9945939826291829,3_6C-80PER_3_6C
2,171,0.9945480948997143,3_6C-80PER_3_6C
2,172,0.9944737222620326,3_6C-80PER_3_6C
2,173,0.9944166263681532,3_6C-80PER_3_6C
2,174,0.9943650573251996,3_6C-80PER_3_6C
2,175,0.9943286521233585,3_6C-80PER_3_6C
2,176,0.994287377269556,3_6C-80PER_3_6C
2,177,0.9942696012874034,3_6C-80PER_3_6C
2,178,0.9942730177993414,3_6C-80PER_3_6C
2,179,0.9942770818542689,3_6C-80PER_3_6C
2,180,0.9942911274228691,3_6C-80PER_3_6C
2,181,0.9942906992785819,3_6C-80PER_3_6C
2,182,0.9942905093021185,3_6C-80PER_3_6C
2,183,0.9942898096304417,3_6C-80PER_3_6C
2,184,0.9942702210210802,3_6C-80PER_3_6C
2,185,0.9942453159900707,3_6C-80PER_3_6C
2,186,0.9941918646170155,3_6C-80PER_3_6C
2,187,0.9941392695499532,3_6C-80PER_3_6C
2,188,0.9940934294932054,3_6C-80PER_3_6C
2,189,0.9940541519368173,3_6C-80PER_3_6C
2,190,0.9940159888158958,3_6C-80PER_3_6C
2,191,0.9939912452821676,3_6C-80PER_3_6C
2,192,0.9939398658053215,3_6C-80PER_3_6C
2,193,0.9938675197825049,3_6C-80PER_3_6C
2,194,0.993813762915002,3_6C-80PER_3_6C
2,195,0.9937355519690982,3_6C-80PER_3_6C
2,196,0.9936806566021479,3_6C-80PER_3_6C
2,197,0.993628444351712,3_6C-80PER_3_6C
2,198,0.9935789152177881,3_6C-80PER_3_6C
2,199,0.9935320692003758,3_6C-80PER_3_6C
2,200,0.9934879062994755,3_6C-80PER_3_6C
5,151,0.9962005965955244,80PER_3_6C
5,152,0.9961610169839274,80PER_3_6C
5,153,0.9961178244658764,80PER_3_6C
5,154,0.9960710190413712,80PER_3_6C
5,155,0.9960206007104118,80PER_3_6C
5,156,0.9959665694730011,80PER_3_6C
5,157,0.9959162403693825,80PER_3_6C
5,158,0.995854353792451,80PER_3_6C
5,159,0.9957908602797784,80PER_3_6C
5,160,0.9957221681346886,80PER_3_6C
5,161,0.995650829537609,80PER_3_6C
5,162,0.9955540848226672,80PER_3_6C
5,163,0.9954631881550662,80PER_3_6C
5,164,0.9953906930941754,80PER_3_6C
5,165,0.9953291827124026,80PER_3_6C
5,166,0.9952842528109601,80PER_3_6C
5,167,0.9952489694001739,80PER_3_6C
5,168,0.9952317754154898,80PER_3_6C
5,169,0.9951969550572727,80PER_3_6C
5,170,0.9951651191727305,80PER_3_6C
5,171,0.995094319087931,80PER_3_6C
5,172,0.9949936640562183,80PER_3_6C
5,173,0.9949112856641079,80PER_3_6C
5,174,0.9948345156838597,80PER_3_6C
5,175,0.9947734231037213,80PER_3_6C
5,176,0.9947078142939091,80PER_3_6C
5,177,0.9946662775930902,80PER_3_6C
5,178,0.9946464741628368,80PER_3_6C
5,179,0.9946279027523783,80PER_3_6C
5,180,0.9946195585387664,80PER_3_6C
5,181,0.9945954975012247,80PER_3_6C
5,182,0.9945717317818438,80PER_3_6C
5,183,0.9945479649530773,80PER_3_6C
5,184,0.9945047582721983,80PER_3_6C
5,185,0.9944561887385807,80PER_3_6C
5,186,0.994378300539352,80PER_3_6C
5,187,0.9943011468875009,80PER_3_6C
5,188,0.9942310993318764,80PER_3_6C
5,189,0.9941680366690745,80PER_3_6C
5,190,0.9941056707198642,80PER_3_6C
5,191,0.9940572726331744,80PER_3_6C
5,192,0.9939812252638744,80PER_3_6C
5,193,0.9938837823325221,80PER_3_6C
5,194,0.9938054486997672,80PER_3_6C
5,195,0.9937015962849697,80PER_3_6C
5,196,0.9936219825481749,80PER_3_6C
5,197,0.9935451283410756,80PER_3_6C
5,198,0.9934710336636687,80PER_3_6C
5,199,0.9933996985159547,80PER_3_6C
5,200,0.993331122897933,80PER_3_6C
9,151,0.989286821812032,4_8C_80PER_4_8C
9,152,0.9891700068229272,4_8C_80PER_4_8C
9,153,0.9890496004410879,4_8C_80PER_4_8C
9,154,0.9889256026665144,4_8C_80PER_4_8C
