battery_id,cycle,observed,predicted,feature_set,length,baseline
1,151,1.0035040341011485,1.0034556220784585,M2,50,TS
1,152,1.003371233684344,1.0034428808875835,M2,50,TS
1,153,1.003249998700051,1.003426109789934,M2,50,TS
1,154,1.0031403291482688,1.0034053087855097,M2,50,TS
1,155,1.0030422250289976,1.0033804778743112,M2,50,TS
1,156,1.0029556863422409,1.003351617056341,M2,50,TS
1,157,1.0029072943153923,1.0033250896633754,M2,50,TS
1,158,1.0029532296974646,1.0032849337772287,M2,50,TS
1,159,1.002855579373866,1.0032467231850102,M2,50,TS
1,160,1.002860543825376,1.0032005640122488,M2,50,TS
1,161,1.0025763543941397,1.0031596540339365,M2,50,TS
1,162,1.0014383798854618,1.0031162814857442,M2,50,TS
1,163,1.0004746427551507,1.0030741526219604,M2,50,TS
1,164,0.999940860696534,1.0030391693532668,M2,50,TS
1,165,0.9996885162089997,1.0030079230750535,M2,50,TS
1,166,0.9999216817116944,1.0029802700416772,M2,50,TS
1,167,1.0005932631675036,1.0029502100319072,M2,50,TS
1,168,1.0013679303061351,1.0029359296575697,M2,50,TS
1,169,1.0020708838385373,1.0029057442560985,M2,50,TS
1,170,1.0030309268578446,1.0028717872067374,M2,50,TS
1,171,1.0023714359521643,1.0028421235295306,M2,50,TS
1,172,1.0006014508223022,1.0028122252238854,M2,50,TS
1,173,0.9996034070961728,1.0027797280883344,M2,50,TS
1,174,0.9986270177227583,1.0027520672638037,M2,50,TS
1,175,0.9980836122088909,1.0027285483675807,M2,50,TS
1,176,0.9978717048258827,1.0026918673779492,M2,50,TS
1,177,0.9980881334019138,1.0026678660433288,M2,50,TS
1,178,0.9987131474621992,1.0026547101786392,M2,50,TS
1,179,0.9998235511188321,1.0026298399530222,M2,50,TS
1,180,1.0011065231854825,1.0026105213789607,M2,50,TS
1,181,1.0013771727680894,1.002602747631709,M2,50,TS
1,182,1.0016764928582509,1.0025942623849966,M2,50,TS
1,183,1.0023240922011576,1.0025758733336958,M2,50,TS
1,184,1.0025496689705158,1.002549352352554,M2,50,TS
1,185,1.0027810566496334,1.0025173566575754,M2,50,TS
1,186,1.0024387748845074,1.0024715644266016,M2,50,TS
1,187,1.0019669105501887,1.0024297586839448,M2,50,TS
1,188,1.001749130863073,1.0023881028345332,M2,50,TS
1,189,1.0018799043084554,1.0023441282291738,M2,50,TS
1,190,1.001666978040517,1.0023100951507922,M2,50,TS
1,191,1.0018924152574733,1.0022783941991487,M2,50,TS
1,192,1.0013201509165075,1.0022400973936023,M2,50,TS
1,193,1.0003872481179652,1.0021897177806414,M2,50,TS
1,194,0.999941113240662,1.0021461626186832,M2,50,TS
1,195,0.9986368612832792,1.0020998963264138,M2,50,TS
1,196,0.9980639123735556,1.0020583884213263,M2,50,TS
1,197,0.9975588394878703,1.0020179074742408,M2,50,TS
1,198,0.9971216426262207,1.001978453485154,M2,50,TS
1,199,0.9967523217886071,1.001940026454066,M2,50,TS
1,200,0.9964508769750292,1.0019026263809774,M2,50,TS
3,151,0.9960343643247106,0.9964542421606131,M2,50,TS
3,152,0.9959927167171484,0.9964421569810948,M2,50,TS
3,153,0.9959585669412259,0.9964261466762351,M2,50,TS
3,154,0.9959319149969431,0.9964062112460336,M2,50,TS
3,155,0.9959127608842999,0.9963823506904904,M2,50,TS
3,156,0.9959011046032991,0.9963545650096085,M2,50,TS
3,157,0.99591418178317,0.9963294067485752,M2,50,TS
3,158,0.9959199948628807,0.996293322141428,M2,50,TS
3,159,0.9959320859144289,0.9962553098237719,M2,50,TS
3,160,0.99593203064154,0.996212288701549,M2,50,TS
3,161,0.9959224770012136,0.9961673595588354,M2,50,TS
3,162,0.9959002339481822,0.9960984698041985,M2,50,TS
3,163,0.9958625601185487,0.9960356501769223,M2,50,TS
3,164,0.9957994798270604,0.995991626381866,M2,50,TS
3,165,0.995739273297319,0.9959584955074522,M2,50,TS
3,166,0.9956808517819564,0.9959413413764004,M2,50,TS
3,167,0.9956127277322449,0.995933223424801,M2,50,TS
3,168,0.995576158074972,0.9959426958670463,M2,50,TS
3,169,0.9955744051959938,0.9959335935420716,M2,50,TS
3,170,0.995600712306006,0.9959265945267025,M2,50,TS
3,171,0.9956379893705616,0.995882130720457,M2,50,TS
3,172,0.9956641347323912,0.9958092778503547,M2,50,TS
3,173,0.9956711920948085,0.9957540868442266,M2,50,TS
3,174,0.9956380585687907,0.995705302816145,M2,50,TS
3,175,0.9955853708658173,0.9956722335087252,M2,50,TS
3,176,0.9955396173395594,0.9956343891464084,M2,50,TS
3,177,0.9955035324983614,0.9956199130980432,M2,50,TS
3,178,0.9955100283482142,0.9956255957640233,M2,50,TS
3,179,0.9955577798394379,0.9956309915247031,M2,50,TS
3,180,0.9956211379950224,0.9956459160433847,M2,50,TS
3,181,0.9956797077616993,0.9956465574649448,M2,50,TS
3,182,0.9956850893700995,0.9956485714424484,M2,50,TS
3,183,0.9956531206452309,0.9956505574028064,M2,50,TS
3,184,0.9955877786642572,0.9956344767134375,M2,50,TS
3,185,0.9955121162923015,0.9956133473654415,M2,50,TS
