battery_id,cycle,SOH_pred,policy
2,151,0.9952944483015298,3_6C-80PER_3_6C
2,152,0.995263549299557,3_6C-80PER_3_6C
2,153,0.9952326502975841,3_6C-80PER_3_6C
2,154,0.9952017512956113,3_6C-80PER_3_6C
2,155,0.9951708522936383,3_6C-80PER_3_6C
2,156,0.9951399532916655,3_6C-80PER_3_6C
2,157,0.9951090542896927,3_6C-80PER_3_6C
2,158,0.9950781552877198,3_6C-80PER_3_6C
2,159,0.995047256285747,3_6C-80PER_3_6C
2,160,0.9950163572837741,3_6C-80PER_3_6C
2,161,0.9949854582818013,3_6C-80PER_3_6C
2,162,0.9949545592798283,3_6C-80PER_3_6C
2,163,0.9949236602778555,3_6C-80PER_3_6C
2,164,0.9948927612758827,3_6C-80PER_3_6C
2,165,0.9948618622739098,3_6C-80PER_3_6C
2,166,0.994830963271937,3_6C-80PER_3_6C
2,167,0.9948000642699641,3_6C-80PER_3_6C
2,168,0.9947691652679913,3_6C-80PER_3_6C
2,169,0.9947382662660185,3_6C-80PER_3_6C
2,170,0.9947073672640456,3_6C-80PER_3_6C
2,171,0.9946764682620727,3_6C-80PER_3_6C
2,172,0.9946455692600998,3_6C-80PER_3_6C
2,173,0.994614670258127,3_6C-80PER_3_6C
2,174,0.9945837712561542,3_6C-80PER_3_6C
2,175,0.9945528722541813,3_6C-80PER_3_6C
2,176,0.9945219732522085,3_6C-80PER_3_6C
2,177,0.9944910742502356,3_6C-80PER_3_6C
2,178,0.9944601752482627,3_6C-80PER_3_6C
2,179,0.9944292762462899,3_6C-80PER_3_6C
2,180,0.994398377244317,3_6C-80PER_3_6C
2,181,0.9943674782423442,3_6C-80PER_3_6C
2,182,0.9943365792403713,3_6C-80PER_3_6C
2,183,0.9943056802383985,3_6C-80PER_3_6C
2,184,0.9942747812364257,3_6C-80PER_3_6C
2,185,0.9942438822344528,3_6C-80PER_3_6C
2,186,0.99421298323248,3_6C-80PER_3_6C
2,187,0.994182084230507,3_6C-80PER_3_6C
2,188,0.9941511852285342,3_6C-80PER_3_6C
2,189,0.9941202862265613,3_6C-80PER_3_6C
2,190,0.9940893872245885,3_6C-80PER_3_6C
2,191,0.9940584882226157,3_6C-80PER_3_6C
2,192,0.9940275892206428,3_6C-80PER_3_6C
2,193,0.99399669021867,3_6C-80PER_3_6C
2,194,0.993965791216697,3_6C-80PER_3_6C
2,195,0.9939348922147242,3_6C-80PER_3_6C
2,196,0.9939039932127514,3_6C-80PER_3_6C
2,197,0.9938730942107785,3_6C-80PER_3_6C
2,198,0.9938421952088057,3_6C-80PER_3_6C
2,199,0.9938112962068328,3_6C-80PER_3_6C
2,200,0.99378039720486,3_6C-80PER_3_6C
5,151,0.9963217280988752,80PER_3_6C
5,152,0.9962667412846329,80PER_3_6C
5,153,0.9962117544703906,80PER_3_6C
5,154,0.9961567676561482,80PER_3_6C
5,155,0.9961017808419059,80PER_3_6C
5,156,0.9960467940276636,80PER_3_6C
5,157,0.9959918072134213,80PER_3_6C
5,158,0.995936820399179,80PER_3_6C
5,159,0.9958818335849366,80PER_3_6C
5,160,0.9958268467706943,80PER_3_6C
5,161,0.995771859956452,80PER_3_6C
5,162,0.9957168731422097,80PER_3_6C
5,163,0.9956618863279674,80PER_3_6C
5,164,0.995606899513725,80PER_3_6C
5,165,0.9955519126994827,80PER_3_6C
5,166,0.9954969258852404,80PER_3_6C
5,167,0.9954419390709981,80PER_3_6C
5,168,0.9953869522567558,80PER_3_6C
5,169,0.9953319654425135,80PER_3_6C
5,170,0.9952769786282711,80PER_3_6C
5,171,0.9952219918140288,80PER_3_6C
5,172,0.9951670049997865,80PER_3_6C
5,173,0.9951120181855442,80PER_3_6C
5,174,0.9950570313713019,80PER_3_6C
5,175,0.9950020445570595,80PER_3_6C
5,176,0.9949470577428172,80PER_3_6C
5,177,0.9948920709285749,80PER_3_6C
5,178,0.9948370841143326,80PER_3_6C
5,179,0.9947820973000903,80PER_3_6C
5,180,0.9947271104858479,80PER_3_6C
5,181,0.9946721236716056,80PER_3_6C
5,182,0.9946171368573633,80PER_3_6C
5,183,0.994562150043121,80PER_3_6C
5,184,0.9945071632288787,80PER_3_6C
5,185,0.9944521764146363,80PER_3_6C
5,186,0.994397189600394,80PER_3_6C
5,187,0.9943422027861517,80PER_3_6C
5,188,0.9942872159719094,80PER_3_6C
5,189,0.9942322291576671,80PER_3_6C
5,190,0.9941772423434247,80PER_3_6C
5,191,0.9941222555291824,80PER_3_6C
5,192,0.9940672687149401,80PER_3_6C
5,193,0.9940122819006978,80PER_3_6C
5,194,0.9939572950864555,80PER_3_6C
5,195,0.9939023082722132,80PER_3_6C
5,196,0.9938473214579708,80PER_3_6C
5,197,0.9937923346437285,80PER_3_6C
5,198,0.9937373478294862,80PER_3_6C
5,199,0.9936823610152439,80PER_3_6C
5,200,0.9936273742010016,80PER_3_6C
9,151,0.9894145347580535,4_8C_80PER_4_8C
9,152,0.9892832580495703,4_8C_80PER_4_8C
9,153,0.9891519813410871,4_8C_80PER_4_8C
9,154,0.9890207046326038,4_8C_80PER_4_8C
9,155,0.9888894279241206,4_8C_80PER_4_8C
9,156,0.9887581512156374,4_8C_80PER_4_8C
9,157,0.9886268745071541,4_8C_80PER_4_8C
9,158,0.9884955977986709,4_8C_80PER_4_8C
9,159,0.9883643210901877,4_8C_80PER_4_8C
9,160,0.9882330443817045,4_8C_80PER_4_8C
9,161,0.9881017676732212,4_8C_80PER_4_8C
9,162,0.987970490964738,4_8C_80PER_4_8C
9,163,0.9878392142562548,4_8C_80PER_4_8C
9,164,0.9877079375477715,4_8C_80PER_4_8C
9,165,0.9875766608392883,4_8C_80PER_4_8C
9,166,0.9874453841308051,4_8C_80PER_4_8C
9,167,0.9873141074223218,4_8C_80PER_4_8C
9,168,0.9871828307138386,4_8C_80PER_4_8C
9,169,0.9870515540053554,4_8C_80PER_4_8C
9,170,0.9869202772968722,4_8C_80PER_4_8C
9,171,0.9867890005883889,4_8C_80PER_4_8C
9,172,0.9866577238799057,4_8C_80PER_4_8C
9,173,0.9865264471714225,4_8C_80PER_4_8C
9,174,0.9863951704629392,4_8C_80PER_4_8C
9,175,0.986263893754456,4_8C_80PER_4_8C
9,176,0.9861326170459728,4_8C_80PER_4_8C
9,177,0.9860013403374895,4_8C_80PER_4_8C
9,178,0.9858700636290063,4_8C_80PER_4_8C
9,179,0.9857387869205231,4_8C_80PER_4_8C
9,180,0.9856075102120399,4_8C_80PER_4_8C
9,181,0.9854762335035566,4_8C_80PER_4_8C
9,182,0.9853449567950734,4_8C_80PER_4_8C
9,183,0.9852136800865902,4_8C_80PER_4_8C
9,184,0.9850824033781069,4_8C_80PER_4_8C
9,185,0.9849511266696237,4_8C_80PER_4_8C
9,186,0.9848198499611405,4_8C_80PER_4_8C
9,187,0.9846885732526572,4_8C_80PER_4_8C
9,188,0.984557296544174,4_8C_80PER_4_8C
9,189,0.9844260198356908,4_8C_80PER_4_8C
9,190,0.9842947431272075,4_8C_80PER_4_8C
9,191,0.9841634664187243,4_8C_80PER_4_8C
9,192,0.9840321897102411,4_8C_80PER_4_8C
9,193,0.9839009130017579,4_8C_80PER_4_8C
9,194,0.9837696362932746,4_8C_80PER_4_8C
9,195,0.9836383595847914,4_8C_80PER_4_8C
9,196,0.9835070828763082,4_8C_80PER_4_8C
9,197,0.9833758061678249,4_8C_80PER_4_8C
9,198,0.9832445294593417,4_8C_80PER_4_8C
9,199,0.9831132527508585,4_8C_80PER_4_8C
9,200,0.9829819760423752,4_8C_80PER_4_8C
10,151,0.9971709495114471,5C_67PER_4C_NEWSTRUCTURE
10,152,0.9971340850044532,5C_67PER_4C_NEWSTRUCTURE
10,153,0.9970972204974592,5C_67PER_4C_NEWSTRUCTURE
10,154,0.9970603559904653,5C_67PER_4C_NEWSTRUCTURE
10,155,0.9970234914834712,5C_67PER_4C_NEWSTRUCTURE
10,156,0.9969866269764773,5C_67PER_4C_NEWSTRUCTURE
10,157,0.9969497624694833,5C_67PER_4C_NEWSTRUCTURE
10,158,0.9969128979624893,5C_67PER_4C_NEWSTRUCTURE
10,159,0.9968760334554954,5C_67PER_4C_NEWSTRUCTURE
10,160,0.9968391689485013,5C_67PER_4C_NEWSTRUCTURE
10,161,0.9968023044415074,5C_67PER_4C_NEWSTRUCTURE
10,162,0.9967654399345134,5C_67PER_4C_NEWSTRUCTURE
10,163,0.9967285754275195,5C_67PER_4C_NEWSTRUCTURE
10,164,0.9966917109205254,5C_67PER_4C_NEWSTRUCTURE
10,165,0.9966548464135314,5C_67PER_4C_NEWSTRUCTURE
10,166,0.9966179819065375,5C_67PER_4C_NEWSTRUCTURE
10,167,0.9965811173995435,5C_67PER_4C_NEWSTRUCTURE
10,168,0.9965442528925496,5C_67PER_4C_NEWSTRUCTURE
10,169,0.9965073883855555,5C_67PER_4C_NEWSTRUCTURE
10,170,0.9964705238785616,5C_67PER_4C_NEWSTRUCTURE
10,171,0.9964336593715676,5C_67PER_4C_NEWSTRUCTURE
10,172,0.9963967948645736,5C_67PER_4C_NEWSTRUCTURE
10,173,0.9963599303575796,5C_67PER_4C_NEWSTRUCTURE
10,174,0.9963230658505856,5C_67PER_4C_NEWSTRUCTURE
10,175,0.9962862013435917,5C_67PER_4C_NEWSTRUCTURE
