battery_id,cycle,observed,predicted,model,length
1,151,1.0035040341011485,1.0029764477313305,TS_ONLY,150
1,152,1.003371233684344,1.0029250540191619,TS_ONLY,150
1,153,1.003249998700051,1.0028736603069932,TS_ONLY,150
1,154,1.0031403291482688,1.0028222665948245,TS_ONLY,150
1,155,1.0030422250289976,1.002770872882656,TS_ONLY,150
1,156,1.0029556863422409,1.0027194791704874,TS_ONLY,150
1,157,1.0029072943153923,1.0026680854583188,TS_ONLY,150
1,158,1.0029532296974646,1.00261669174615,TS_ONLY,150
1,159,1.002855579373866,1.0025652980339814,TS_ONLY,150
1,160,1.002860543825376,1.0025139043218128,TS_ONLY,150
1,161,1.0025763543941397,1.002462510609644,TS_ONLY,150
1,162,1.0014383798854618,1.0024111168974754,TS_ONLY,150
1,163,1.0004746427551507,1.0023597231853068,TS_ONLY,150
1,164,0.999940860696534,1.0023083294731383,TS_ONLY,150
1,165,0.9996885162089997,1.0022569357609696,TS_ONLY,150
1,166,0.9999216817116944,1.002205542048801,TS_ONLY,150
1,167,1.0005932631675036,1.0021541483366323,TS_ONLY,150
1,168,1.0013679303061351,1.0021027546244636,TS_ONLY,150
1,169,1.0020708838385373,1.002051360912295,TS_ONLY,150
1,170,1.0030309268578446,1.0019999672001263,TS_ONLY,150
1,171,1.0023714359521643,1.0019485734879576,TS_ONLY,150
1,172,1.0006014508223022,1.001897179775789,TS_ONLY,150
1,173,0.9996034070961728,1.0018457860636205,TS_ONLY,150
1,174,0.9986270177227583,1.0017943923514518,TS_ONLY,150
1,175,0.9980836122088909,1.0017429986392832,TS_ONLY,150
1,176,0.9978717048258827,1.0016916049271145,TS_ONLY,150
1,177,0.9980881334019138,1.0016402112149458,TS_ONLY,150
1,178,0.9987131474621992,1.0015888175027772,TS_ONLY,150
1,179,0.9998235511188321,1.0015374237906085,TS_ONLY,150
1,180,1.0011065231854825,1.0014860300784398,TS_ONLY,150
1,181,1.0013771727680894,1.0014346363662712,TS_ONLY,150
1,182,1.0016764928582509,1.0013832426541027,TS_ONLY,150
1,183,1.0023240922011576,1.001331848941934,TS_ONLY,150
1,184,1.0025496689705158,1.0012804552297654,TS_ONLY,150
1,185,1.0027810566496334,1.0012290615175967,TS_ONLY,150
1,186,1.0024387748845074,1.001177667805428,TS_ONLY,150
1,187,1.0019669105501887,1.0011262740932594,TS_ONLY,150
1,188,1.001749130863073,1.0010748803810907,TS_ONLY,150
1,189,1.0018799043084554,1.001023486668922,TS_ONLY,150
1,190,1.001666978040517,1.0009720929567534,TS_ONLY,150
1,191,1.0018924152574733,1.000920699244585,TS_ONLY,150
1,192,1.0013201509165075,1.0008693055324163,TS_ONLY,150
1,193,1.0003872481179652,1.0008179118202476,TS_ONLY,150
1,194,0.999941113240662,1.000766518108079,TS_ONLY,150
1,195,0.9986368612832792,1.0007151243959103,TS_ONLY,150
1,196,0.9980639123735556,1.0006637306837416,TS_ONLY,150
1,197,0.9975588394878703,1.000612336971573,TS_ONLY,150
1,198,0.9971216426262207,1.0005609432594043,TS_ONLY,150
1,199,0.9967523217886071,1.0005095495472356,TS_ONLY,150
1,200,0.9964508769750292,1.0004581558350671,TS_ONLY,150
3,151,0.9960343643247106,0.9962096590427902,TS_ONLY,150
3,152,0.9959927167171484,0.9961843061903448,TS_ONLY,150
3,153,0.9959585669412259,0.9961589533378995,TS_ONLY,150
3,154,0.9959319149969431,0.9961336004854541,TS_ONLY,150
3,155,0.9959127608842999,0.9961082476330086,TS_ONLY,150
3,156,0.9959011046032991,0.9960828947805632,TS_ONLY,150
3,157,0.99591418178317,0.9960575419281179,TS_ONLY,150
3,158,0.9959199948628807,0.9960321890756725,TS_ONLY,150
3,159,0.9959320859144289,0.996006836223227,TS_ONLY,150
3,160,0.99593203064154,0.9959814833707816,TS_ONLY,150
3,161,0.9959224770012136,0.9959561305183363,TS_ONLY,150
3,162,0.9959002339481822,0.9959307776658909,TS_ONLY,150
3,163,0.9958625601185487,0.9959054248134455,TS_ONLY,150
3,164,0.9957994798270604,0.995880071961,TS_ONLY,150
3,165,0.995739273297319,0.9958547191085547,TS_ONLY,150
3,166,0.9956808517819564,0.9958293662561093,TS_ONLY,150
3,167,0.9956127277322449,0.9958040134036639,TS_ONLY,150
3,168,0.995576158074972,0.9957786605512184,TS_ONLY,150
3,169,0.9955744051959938,0.995753307698773,TS_ONLY,150
3,170,0.995600712306006,0.9957279548463277,TS_ONLY,150
3,171,0.9956379893705616,0.9957026019938823,TS_ONLY,150
3,172,0.9956641347323912,0.9956772491414368,TS_ONLY,150
3,173,0.9956711920948085,0.9956518962889914,TS_ONLY,150
3,174,0.9956380585687907,0.9956265434365461,TS_ONLY,150
3,175,0.9955853708658173,0.9956011905841007,TS_ONLY,150
3,176,0.9955396173395594,0.9955758377316553,TS_ONLY,150
3,177,0.9955035324983614,0.9955504848792098,TS_ONLY,150
3,178,0.9955100283482142,0.9955251320267645,TS_ONLY,150
3,179,0.9955577798394379,0.9954997791743191,TS_ONLY,150
3,180,0.9956211379950224,0.9954744263218737,TS_ONLY,150
3,181,0.9956797077616993,0.9954490734694282,TS_ONLY,150
3,182,0.9956850893700995,0.9954237206169829,TS_ONLY,150
3,183,0.9956531206452309,0.9953983677645375,TS_ONLY,150
3,184,0.9955877786642572,0.9953730149120921,TS_ONLY,150
3,185,0.9955121162923015,0.9953476620596466,TS_ONLY,150
3,186,0.9954418813752506,0.9953223092072012,TS_ONLY,150
3,187,0.9953844260642624,0.9952969563547559,TS_ONLY,150
3,188,0.9953396535246629,0.9952716035023105,TS_ONLY,150
3,189,0.9953058687211954,0.995246250649865,TS_ONLY,150
3,190,0.9952704270164792,0.9952208977974196,TS_ONLY,150
3,191,0.9952322818676387,0.9951955449449743,TS_ONLY,150
3,192,0.9951643814803146,0.9951701920925289,TS_ONLY,150
3,193,0.995099388061318,0.9951448392400835,TS_ONLY,150
3,194,0.9950507740559454,0.995119486387638,TS_ONLY,150
3,195,0.9950369504778394,0.9950941335351927,TS_ONLY,150
3,196,0.9950429987886786,0.9950687806827473,TS_ONLY,150
3,197,0.9950691480067563,0.9950434278303019,TS_ONLY,150
3,198,0.9951153981320696,0.9950180749778564,TS_ONLY,150
3,199,0.9951817491646184,0.9949927221254111,TS_ONLY,150
3,200,0.9952682011044028,0.9949673692729657,TS_ONLY,150
4,151,0.9767030436512549,0.977362365676537,TS_ONLY,150
4,152,0.976800964527353,0.9771416246082629,TS_ONLY,150
4,153,0.976863456319432,0.976920883539989,TS_ONLY,150
4,154,0.9768905190274921,0.976700142471715,TS_ONLY,150
4,155,0.9768821526515331,0.9764794014034409,TS_ONLY,150
4,156,0.9768383571915578,0.976258660335167,TS_ONLY,150
4,157,0.9771008112729221,0.976037919266893,TS_ONLY,150
4,158,0.9766433462641386,0.9758171781986189,TS_ONLY,150
4,159,0.9764710655576234,0.9755964371303449,TS_ONLY,150
